id_actividad,nombre,tipo,nivel_dificultad,duracion,ubicacion
969,Asoka,CaminataEcologica,Alto,4,Morelia
970,Namfix,Cascada,Medio,2,Belén de los Andaquíes
971,Trippledex,Cascada,Alto,3,Morelia
972,Stronghold,Cascada,Bajo,6,Belén de los Andaquíes
973,Voyatouch,TurismoExtremo,Alto,8,El Doncello
974,Greenlam,CaminataEcologica,Bajo,6,Belén de los Andaquíes
975,Subin,CaminataEcologica,Bajo,3,Morelia
976,Bigtax,TurismoExtremo,Medio,1,El Doncello
977,Asoka,TurismoExtremo,Bajo,2,Florencia
978,Pannier,CaminataEcologica,Medio,4,Morelia
979,Bamity,CaminataEcologica,Bajo,7,Morelia
980,Tempsoft,TurismoExtremo,Medio,5,Florencia
981,Mat Lam Tam,Cascada,Medio,8,Belén de los Andaquíes
982,Tin,TurismoExtremo,Bajo,5,Morelia
983,Domainer,CaminataEcologica,Medio,1,El Doncello
984,Toughjoyfax,TurismoExtremo,Bajo,3,Belén de los Andaquíes
985,Mat Lam Tam,CaminataEcologica,Bajo,6,Florencia
986,Asoka,Cascada,Alto,3,El Doncello
987,Asoka,CaminataEcologica,Medio,8,Morelia
988,Bamity,TurismoExtremo,Medio,3,Morelia
989,Opela,CaminataEcologica,Medio,4,Morelia
990,Toughjoyfax,TurismoExtremo,Bajo,2,Florencia
991,Subin,Cascada,Alto,3,Morelia
992,Temp,Cascada,Alto,7,Belén de los Andaquíes
993,Redhold,CaminataEcologica,Alto,2,Belén de los Andaquíes
994,Hatity,Cascada,Alto,3,Florencia
995,Viva,CaminataEcologica,Alto,4,El Doncello
996,Holdlamis,TurismoExtremo,Alto,8,El Doncello
997,Holdlamis,CaminataEcologica,Medio,1,Florencia
998,Tresom,CaminataEcologica,Alto,5,Morelia
999,Alpha,CaminataEcologica,Alto,4,Belén de los Andaquíes
1000,Bitchip,TurismoExtremo,Medio,5,El Doncello
